Region,Name,Party,YOB,Kurdish,English,Arabic,Farsi,Armenian,French,German,Year,Parliament
"MARDİN
",Hasan MENEMENCİOĞLU (Hasan Safyettin MENEMENCİOĞLU),CHP,1891,0,0,0,0,0,1,0,1943 - 1946,7
"MARDİN
",Aziz URAS (Abdulaziz URAS),CHP,1901,0,0,1,0,0,1,1,1943 - 1946,7
"MARDİN
",Lütfi ÜLKÜMEN (Ömer Lütfi ÜLKÜMEN)CHP (Müstakil) - CHP,"Kahramanmaraş - 1904, Mesut – Anahanım - Halkalı Yüksek Ziraat, Ber-",,0,0,0,0,0,1,1,1943 - 1946,7
"MUĞLA
",Abidin ÇAKIR (Mehmet Abidin ÇAKIR),CHP,1902,0,0,0,0,0,0,0,1943 - 1946,7
"MUĞLA
",İzzettin ÇALIŞLAR,CHP,1882,0,0,0,0,0,1,1,1943 - 1946,7
"MUĞLA
",Sadullah GÜNEY157,CHP,1884,0,0,0,0,0,1,0,1943 - 1946,7
"MUĞLA
",Cemal KARAMUĞLA (Mehmet Cemal KARAMUĞLA),CHP,1893,0,0,0,0,0,1,0,1943 - 1946,7
"MUĞLA
",Hüsnü KİTAPCI159 (Hasan Hüsnü KİTAPCI),CHP,1886,0,0,0,0,0,1,0,1943 - 1946,7
"MUĞLA
",Feridun Osman MENTEŞEOĞLU (Mehmet Feridun MENTEŞEOĞLU),CHP,1904,0,0,0,0,0,0,0,1943 - 1946,7
"MUŞ
",Hakkı KILIÇOĞLU160(İsmail Hakkı KILIÇOĞLU),CHP,1872,0,0,0,0,0,1,0,1943 - 1946,7
"MUŞ
",Kâmil KOTAN,CHP,1886,0,0,0,0,0,0,0,1943 - 1946,7
"NİĞDE
",Avram Galanti BODRUMLU162,Bağımsız,1874,0,1,1,0,0,1,1,1943 - 1946,7
"NİĞDE
",Rifat DOLUNAY (Mehmet Rifat DOLUNAY),CHP,1904,0,0,0,0,0,0,0,1943 - 1946,7
"NİĞDE
",Rifat GÜRSOY (Mehmet Rifat GÜRSOY),CHP,1894,0,0,0,0,0,0,0,1943 - 1946,7
"NİĞDE
",Halit MENGİ,CHP,1884,0,0,0,0,0,0,0,1943 - 1946,7
"NİĞDE
",Faik SOYLU163 (Mahmut Faik SOYLU),CHP,1874,0,0,0,0,0,1,0,1943 - 1946,7
"NİĞDE
",Rasim Ferit TALAY164(Ahmet Rasim TALAY),CHP,1889,0,0,0,0,0,0,0,1943 - 1946,7
"NİĞDE
",Hazim TEPEYRAN165(Ebubekir Hazim TEPEYRAN),CHP,1863,0,0,1,1,0,1,0,1943 - 1946,7
"NİĞDE
",Hüseyin ULUSOY (Hüseyin Avni ULUSOY),CHP,1903,0,0,0,0,0,0,0,1943 - 1946,7
"ORDU
",Şevket AKYAZI166 (Ahmet Şevket AKYAZI),CHP,1885,0,1,0,0,0,1,1,1943 - 1946,7
"ORDU
",İsmail ÇAMAŞ,CHP,1876,0,0,0,0,0,1,0,1943 - 1946,7
"ORDU
",Vehbi DEMİR,CHP,1885,0,0,0,0,0,1,0,1943 - 1946,7
"ORDU
",Zeki Mesut SEZER (Mehmet Zeki SEZER),CHP,1894,0,0,0,0,0,1,0,1943 - 1946,7
"ORDU
",Hamdi ŞARLAN (Ahmet Hamdi ŞARLAN),CHP,1893,0,0,0,0,0,0,0,1943 - 1946,7
"ORDU
",Selim Sırrı TARCAN,CHP,1874,0,0,0,0,0,0,0,1943 - 1946,7
"ORDU
",Hamdi YALMAN168(Ahmet Hamdi YALMAN),CHP,1877,0,0,1,0,0,1,1,1943 - 1946,7
"ORDU
",Muammer YARIMBIYIK (Mahmut Muammer YARIMBIYIK) ,CHP,1891,0,0,0,0,0,1,0,1943 - 1946,7
"RİZE
",Tahsin Bekir BALTA (Hasan Tahsin BALTA),CHP,1902,0,1,0,0,0,1,0,1943 - 1946,7
"RİZE
",Hasan Cavit BELÜL169(Hasan Cavit BELUL),CHP,1878,0,0,0,0,0,0,0,1943 - 1946,7
"RİZE
",Saim Ali DİLEMRE (Mehmet Saim DİLEMRE),CHP,1880,0,0,0,0,0,1,1,1943 - 1946,7
"RİZE
",Kemalettin KAMÛ,CHP,1901,0,0,0,0,0,1,0,1943 - 1946,7
"RİZE
",Fuat SİRMEN (Ali Fuat SİRMEN),CHP,1899,0,0,0,0,0,1,0,1943 - 1946,7
"RİZE
",Ali ZIRH170 (Ali Rıza ZIRH),CHP,1888,0,0,0,0,0,0,0,1943 - 1946,7
"SAMSUN
",Cemil BİLSEL (Mehmet Cemil BİLSEL),CHP,1878,0,0,0,0,0,1,0,1943 - 1946,7
"SAMSUN
",Hüsnü ÇAKIR (Hüseyin Hüsnü ÇAKIR),CHP,1893,0,0,0,0,0,1,0,1943 - 1946,7
"SAMSUN
",Zühtü DURUKAN171(Mehmet Zühtü DURUKAN),CHP,1888,0,0,0,0,0,1,0,1943 - 1946,7
"SAMSUN
",Fahri ENGİN (Mehmet Fahri ENGİN),CHP,1888,0,1,0,0,0,0,1,1943 - 1946,7
"SAMSUN
",Nasuhi ERZURUMLU,CHP,1904,0,0,0,0,0,0,1,1943 - 1946,7
"SAMSUN
",İhsan EZGÜ (Mehmet İhsan EZGÜ),CHP,1876,0,0,0,0,0,0,0,1943 - 1946,7
"SAMSUN
",Naşit FIRAT (Ahmet Naşit FIRAT),CHP,1895,0,0,0,0,0,0,0,1943 - 1946,7
"SAMSUN
",Sabiha GÖKÇÜL-ERBAY172[Ayşe Sabiha ERBAY (GÖKÇÜL)],CHP (Müstakil) - CHP,1900,0,0,0,0,0,0,0,1943 - 1946,7
"SAMSUN
",Nail ÖZTUZCU (Ahmet Nail ÖZTUZCU),CHP,1907,0,0,0,0,0,1,0,1943 - 1946,7
"SAMSUN
",Süleyman Necmi SELMEN173,CHP,1871,0,0,0,0,0,1,0,1943 - 1946,7
"SAMSUN
",Memet Ali YÖRÜKER174(Mehmet Ali YÖRÜKER),CHP,1893,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Damar ARIKOĞLU175,CHP,1887,0,0,0,0,0,0,1,1943 - 1946,7
"SEYHAN
",Salâhattin ÇAM(Mehmet Selâhattin ÇAM),CHP,1885,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Kemal ÇELİK (Abdullah Kemal ÇELİK),CHP,1905,0,0,0,0,0,0,0,1943 - 1946,7
"SEYHAN
",Naci ELDENİZ177(Abdüllâtif Naci ELDENİZ),CHP,1875,0,0,0,0,0,1,1,1943 - 1946,7
"SEYHAN
",Şemsa İŞCEN (Sıddıka Mümine Şemsa İŞCEN),CHP,1902,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Cavit ORAL (Ali Cavit ORAL),CHP,1904,0,0,0,0,0,1,1,1943 - 1946,7
"SEYHAN
",Kemal SATIR (İsmail Kemal SATIR),CHP,1911,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Sinan TEKELİOĞLU(Ali Sinan TEKELİOĞLU),CHP,1889,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Hilmi URAN178 (Mustafa Hilmi URAN),CHP,1884,0,0,0,0,0,1,0,1943 - 1946,7
"SEYHAN
",Ali Münif YEGENA179(Ali Münif YEĞENAĞA),CHP,1874,0,1,0,0,1,1,0,1943 - 1946,7
"SİİRT
",Şevket DAĞ180 (Mustafa Şevket DAĞ),CHP,1875,0,0,0,0,0,0,0,1943 - 1946,7
"SİİRT
",Ali Rıza ESEN (Ali ESEN),CHP,1879,0,0,0,0,0,1,0,1943 - 1946,7
"SİİRT
",Emin KILIÇÇIOĞLU (Memet Emin KILIÇÇIOĞLU),CHP,1913,0,0,0,0,0,0,0,1943 - 1946,7
"SİİRT
",Sa’et TUNCAY181,CHP - Bağımsız,1884,0,0,0,0,0,1,0,1943 - 1946,7
"SİİRT
",Behçet TÜRKAY (Ahmet Behçet TÜRKAY),CHP,1903,0,0,0,0,0,1,0,1943 - 1946,7
"SİNOP
",Cemil ATAY,CHP,1890,0,0,0,0,1,0,0,1943 - 1946,7
"SİNOP
",Cevdet Kerim İNCEDAYI,CHP,1893,0,0,0,0,0,0,0,1943 - 1946,7
"SİNOP
",Bahaddin KÖKDEMİR182,CHP,1892,0,1,0,0,0,1,0,1943 - 1946,7
"SİNOP
",Hulûsi ORUÇOĞLU183(Ömer Hulusi ORUÇOGLU),CHP,1894,0,0,0,0,0,0,0,1943 - 1946,7
"SİNOP
",İsmail Habib SEVÜK(İsmail Hakkı SEVÜK),CHP,1892,0,0,0,1,0,1,0,1943 - 1946,7
"SİVAS
",İsmail Hakkı BAŞAK (İsmail BAŞAK),CHP,1881,0,0,1,1,0,1,0,1943 - 1946,7
"SİVAS
",Ziya BAŞARA184 (Yusuf Ziya BAŞARA),CHP,1869,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Mitat Şükrü BLEDA(Mithat Şükrü BLEDA ),CHP,1874,0,0,0,0,0,1,0,1943 - 1946,7
"SİVAS
",Abdurrahman Naci DEMİRAĞ,CHP,1890,0,0,1,0,0,1,0,1943 - 1946,7
"SİVAS
",Eşref DİZDAR (Mahmut Eşref DİZDAR) ,CHP,1883,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Fikri ERBUĞ186[Ahmet Fikri TİRKEŞ (ERBUĞ)],CHP,1883,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Atıf ESENBEL (Mehmet Atıf ESENBEL),CHP,1887,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Hulûsi GÖKDALAY(Ahmet Hulusi GÖKDALAY),CHP,1883,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Şemsettin GÜNALTAY188(Mehmet Şemsettin GÜNALTAY),CHP,1883,0,0,1,1,0,1,0,1943 - 1946,7
"SİVAS
",Hikmet IŞIK (Osman Hikmet IŞIK),CHP,1898,0,0,0,0,0,1,0,1943 - 1946,7
"SİVAS
",Kâmil KİTAPÇI (Mehmet Kamil KİTAPCI),CHP,1877,0,0,0,1,0,1,0,1943 - 1946,7
"SİVAS
",Necmettin SADAK189(Sadık Necmettin SADAK),CHP,1892,0,0,0,0,0,1,0,1943 - 1946,7
"SİVAS
",Reşat Şemsettin SİRER(Ömer Reşat SİRER),CHP,1901,0,0,0,0,0,1,1,1943 - 1946,7
"SİVAS
",İsmail Memet UĞUR191 (İsmail UĞUR),CHP,1895,0,0,0,0,0,0,0,1943 - 1946,7
"SİVAS
",Abidin YURDAKUL (Zeynel Abidin YURDAKUL),CHP,1878,0,0,0,0,0,1,0,1943 - 1946,7
"TEKİRDAĞ
",Rahmi APAK (Hüseyin Rahmi APAK),CHP,1887,0,0,0,0,0,1,1,1943 - 1946,7
"TEKİRDAĞ
",Emin ATAÇ (Mehmet Emin ATAÇ),CHP,1902,0,0,0,0,0,0,0,1943 - 1946,7
"TEKİRDAĞ
",Faik ÖZTRAK193 (M. Faik ÖZTIRAK),CHP,1882,0,0,0,0,0,1,0,1943 - 1946,7
"TEKİRDAĞ
",Ekrem PEKEL,CHP,1885,0,0,0,0,0,0,0,1943 - 1946,7
"TEKİRDAĞ
",Nazmi TRAK (H. Nazmi TRAK),CHP,1886,0,0,0,0,0,0,0,1943 - 1946,7
"TEKİRDAĞ
",Cemil UYBADIN194(Mehmet Cemil UYBADIN),CHP,1883,0,0,0,0,0,0,0,1943 - 1946,7
"TOKAT
",Sabri ÇELİKKOL,CHP,1883,0,0,0,0,0,1,0,1943 - 1946,7
"TOKAT
",Muammer DEVELİ,CHP,1896,0,0,0,0,0,1,1,1943 - 1946,7
"TOKAT
",Resai ERİŞKEN,CHP,1882,0,0,0,0,0,0,0,1943 - 1946,7
"TOKAT
",Halit Nazmi KEŞMİR,CHP,1897,0,1,0,0,0,0,0,1943 - 1946,7
"TOKAT
",Cemal KOVALI (Cemalettin KOVALI),CHP,1906,0,0,0,0,0,1,0,1943 - 1946,7
"TOKAT
",Galip PEKEL(Ali Galip PEKEL),CHP,1890,0,0,0,0,0,1,0,1943 - 1946,7
"TOKAT
",Nâzım POROY,CHP,1884,0,0,0,0,0,1,0,1943 - 1946,7
"TOKAT
",Refik Ahmet SEVENGİL (Ahmet Refik SEVENGİL),CHP,1903,0,0,0,0,0,1,0,1943 - 1946,7
"TRABZON
",Salise ABANOZOĞLU,CHP,1904,0,0,0,0,0,1,0,1943 - 1946,7
"TRABZON
",Süreyya ANAMUR (Mehmet Süreyya ANAMUR),CHP (Müstakil) - CHP,1908,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Mitat AYDIN (Mithat AYDIN),CHP,1884,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Faik Ahmet BARUTÇU (Mehmet Faik BARUTÇU),CHP,1894,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Halil Nihat BOZTEPE199 (Halil BOZTEPE),CHP,1884,0,0,0,0,0,1,0,1943 - 1946,7
"TRABZON
",Sırrı DAY (Mehmet Sırrı DAY),CHP,1892,0,0,0,0,0,1,0,1943 - 1946,7
"TRABZON
",Daniş EYİBOĞLU200(Süleyman Danış EYÜBOĞLU),CHP,1893,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Temel GÖKSEL201(Mehmet Temel Nücünü GÖKSEL),CHP,1891,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Raif KARADENİZ,CHP,1895,0,0,0,0,0,0,0,1943 - 1946,7
"TRABZON
",Hasan SAKA202 (Hasan Hüsnü SAKA),CHP,1885,0,0,0,0,0,1,0,1943 - 1946,7
"TRABZON
",Lûtfi YAVUZ,CHP,1906,0,0,0,0,0,0,0,1943 - 1946,7
"TUNCELİ
",Necmeddin Sahir SILAN (Necmettin Sahir SILAN),CHP,1896,0,0,0,0,0,0,1,1943 - 1946,7
"TUNCELİ
",Hasan ÜÇÖZ,CHP,1907,0,0,0,0,0,0,0,1943 - 1946,7
"URFA
",Kâzım BERKER (Mehmet Kâzım BERKER),CHP,1887,0,0,0,0,0,1,1,1943 - 1946,7
"URFA
",Hüseyin Sami COŞAR204,CHP,1893,0,0,0,0,0,0,0,1943 - 1946,7
"URFA
",Razi SOYER,CHP,1881,0,0,0,0,0,1,0,1943 - 1946,7
"URFA
",Ahmet Kutsi TECER,CHP,1901,0,1,0,0,0,1,0,1943 - 1946,7
"URFA
",Esat TEKELİ (Mehmet Esat TEKELİ)CHP (Müstakil) - CHP,"Samsun - 1896, Hasan – Emine – İstanbul Mülkiye Mektebi - Fransızca ",,0,0,0,0,0,1,0,1943 - 1946,7
"URFA
",Suut Kemal YETKİN (Suût Kemaleddin YETKİN),CHP (Müstakil) - CHP,1903,0,0,0,0,0,1,0,1943 - 1946,7
"VAN
",İbrahim ARVAS,CHP,1884,0,0,1,1,0,0,0,1943 - 1946,7
"VAN
",Nihat BERKER (Yusuf Nihat BERKER),CHP,1876,0,0,0,0,0,0,0,1943 - 1946,7
"VAN
",Münip BOYA,CHP,1872,0,0,1,0,0,0,0,1943 - 1946,7
"VAN
",Hakkı UNGAN,CHP,1880,0,0,0,0,0,0,0,1943 - 1946,7
"YOZGAT
",Mahmut ALLIOĞLU,CHP,1896,0,0,0,0,0,0,0,1943 - 1946,7
"YOZGAT
",Celal ARAT (Mustafa Celal ARAT),CHP,1883,0,0,1,0,0,1,1,1943 - 1946,7
"YOZGAT
",Ziya ARKANT [Ahmet Ziyattin ARKENT (ARKANT)],CHP,1897,0,0,0,0,0,0,0,1943 - 1946,7
"YOZGAT
",Sırrı İÇÖZ208 (Süleyman Sırrı İÇÖZ),CHP,1878,0,0,0,0,0,0,0,1943 - 1946,7
"YOZGAT
",Yusuf Duygu KARSLIOĞLU209(Yusuf KARSLIOĞLU),CHP (Müstakil) - CHP,1889,0,0,1,1,0,0,0,1943 - 1946,7
"YOZGAT
",Salim KORKMAZ(Mehmet Salim KORKMAZ),CHP,1904,0,0,0,0,0,0,0,1943 - 1946,7
"YOZGAT
",Ahmet SUNGUR210,CHP,1894,0,0,0,0,0,0,0,1943 - 1946,7
"ZONGULDAK
",Rebiî BARKIN211 (İbrahim Rebi BARKIN),CHP,1899,0,0,0,1,0,1,1,1943 - 1946,7
"ZONGULDAK
",Şinasi DEVRİN (Mehmet Şinasi DEVRİN)CHP (Müstakil) - CHP,"Drama  -  1906,  Hüseyin  Zihni  –  Fatma  –  Paris  Üniversitesi  Edebiyat, ",,0,0,0,0,0,1,0,1943 - 1946,7
"ZONGULDAK
",Emin ERİŞİRGİL(Mehmet Emin ERİŞİRGİL),CHP,1888,0,0,0,0,0,1,0,1943 - 1946,7
"ZONGULDAK
",Ahmet GÜREL (Ahmet Nuri GÜREL) ,CHP,1893,0,0,0,0,0,0,0,1943 - 1946,7
"ZONGULDAK
",Ali Rıza İNCEALEMDAROĞLU,CHP,1905,0,0,0,0,0,1,0,1943 - 1946,7
"ZONGULDAK
",Hasan KARABACAK,CHP,1877,0,0,0,0,0,0,0,1943 - 1946,7
"ZONGULDAK
",Hâzım Atıf KUYUCAK (Ahmet Hâzım KUYUCAK),CHP,1897,0,1,0,0,0,1,0,1943 - 1946,7
"ZONGULDAK
",Yusuf Ziya ÖZENCİ,CHP,1875,0,1,0,0,0,0,0,1943 - 1946,7
"ZONGULDAK
",Şeref TANSAN (Şerafettin Haki TANSAN),CHP,1890,0,0,0,0,0,0,0,1943 - 1946,7
"ZONGULDAK
",Halil TÜRKMEN,CHP,1883,0,0,0,0,0,1,0,1943 - 1946,7
"ZONGULDAK
",Rifat VARDAR214 (Mehmet Rifat VARDAR),CHP,1883,0,0,0,0,0,1,0,1943 - 1946,7
"AFYONKARAHİSAR
",Sadık ALDOĞAN(Mehmet Sadık ALDOĞAN),DP - MP,1888,0,0,0,0,0,1,1,1946 - 1950,8
"AFYONKARAHİSAR
",Mehmet AŞKAR,DP - MDG - MP,1900,0,0,0,0,0,0,0,1946 - 1950,8
"AFYONKARAHİSAR
",Hazim BOZCA (Ahmet Hazım BOZCA),DP - MDG - Bağımsız,1913,0,0,0,0,0,0,0,1946 - 1950,8
"AFYONKARAHİSAR
",Hasan DİNÇER (Hasan Hamdi DİNÇER),DP - MDG - MP,1910,0,0,0,0,0,0,0,1946 - 1950,8
"AFYONKARAHİSAR
",Şahin LAÇİN (Abdullah Şahin LAÇİN),DP - MDG - MP,1901,0,0,0,0,0,0,0,1946 - 1950,8
"AFYONKARAHİSAR
",Kemal ÖZÇOBAN(Mehmet Kemal ÖZÇOBAN),DP,1908,0,0,0,0,0,1,0,1946 - 1950,8
"AFYONKARAHİSAR
",Cemal TUNCA1 (Ahmet Cemal TUNCA),DP,1884,0,0,0,0,0,1,0,1946 - 1950,8
"AFYONKARAHİSAR
",Ahmet VEZİROĞLU,DP,1891,0,0,0,0,0,0,0,1946 - 1950,8
"AĞRI
",Müştak AKTAN (Muştak AKTAN),CHP,1892,0,0,0,0,0,0,0,1946 - 1950,8
"AĞRI
",Ahmet ALPASLAN,CHP,1888,0,0,0,0,0,0,0,1946 - 1950,8
"AĞRI
",Halit BAYRAK4,CHP,1892,0,0,0,0,0,1,1,1946 - 1950,8
"AMASYA
",Ahmet EYMİR (Ahmet Rifat EYMİR),CHP,1894,0,0,0,0,0,0,0,1946 - 1950,8
"AMASYA
",Zeki TARHAN (Ahmet Zeki TARHAN),CHP,1894,0,0,0,0,0,1,0,1946 - 1950,8
"AMASYA
",Esat URAS6 (Ahmet Esat URAS),CHP,1882,0,1,0,1,1,1,0,1946 - 1950,8
"AMASYA
",Ali Kemal YİĞİTOĞLU,CHP,1902,0,0,0,0,0,0,1,1946 - 1950,8
"ANKARA
",Naki Cevat AKKERMAN (Nakıyül Cevad AKKERMAN),CHP,1891,0,0,0,0,0,0,1,1946 - 1950,8
"ANKARA
",Mebrure AKSOLEY(Emine Mebrure AKSOLEY),CHP,1902,0,0,0,0,0,1,1,1946 - 1950,8
"ANKARA
",Falih Rıfkı ATAY7(Mustafa Rıfkı DİNÇLİOĞLU),CHP,1893,0,0,0,0,0,1,1,1946 - 1950,8
"ANKARA
",Hilmi ATLIOĞLU (Hasan Hilmi ATLIOĞLU),CHP,1895,0,0,0,0,0,1,0,1946 - 1950,8
"ANKARA
",İbrahim Rauf AYAŞLI,CHP,1879,0,0,0,0,0,0,0,1946 - 1950,8
"ANKARA
",Hıfzı Oğuz BEKATA,CHP,1911,0,0,0,0,0,0,0,1946 - 1950,8
"ANKARA
",Avni Refik BERKMAN,CHP,1892,0,0,0,0,0,1,1,1946 - 1950,8
"ANKARA
",Raşit BÖREKÇİ,CHP,1903,0,0,0,0,0,1,1,1946 - 1950,8
"ANKARA
",Arif ÇUBUKCU [Arif ÇUBUKCU (ÇUBUKÇU)],CHP,1898,0,0,0,0,0,1,1,1946 - 1950,8
"ANKARA
",Emin Halim ERGUN,CHP,1899,0,0,0,0,0,0,0,1946 - 1950,8
"ANKARA
",Muammer ERİŞ(Mehmet Muammer ERİŞ),CHP,1897,0,1,0,0,0,0,0,1946 - 1950,8
"ANKARA
",İhsan EZGÜ (Mehmet İhsan EZGÜ),CHP,1876,0,0,0,0,0,0,0,1946 - 1950,8
"ANKARA
",Cevdet GÖLET,CHP,1883,0,0,0,0,0,0,1,1946 - 1950,8
"ANKARA
",İsmet İNÖNÜ9 (Mustafa İsmet İNÖNÜ),CHP,1884,0,1,0,0,0,1,0,1946 - 1950,8
"ANKARA
",Mümtaz ÖKMEN (Ömer Mümtaz ÖKMEN),CHP,1895,0,0,0,0,0,1,0,1946 - 1950,8
"ANKARA
",Fakihe ÖYMEN,CHP,1900,0,0,0,0,0,1,0,1946 - 1950,8
"ANKARA
",Ahmet Hâmit SELGİL,CHP,1902,0,0,0,0,0,1,0,1946 - 1950,8
"ANKARA
",Naci TINAZ (Ahmet Naci TINAZ),CHP,1882,0,0,0,0,0,1,0,1946 - 1950,8
"ANTALYA
",Numan AKSOY13(Mehmet Numan AKSOY),CHP,1890,0,0,0,0,0,0,0,1946 - 1950,8
"ANTALYA
",Niyazi AKSU (Mehmet Niyazi AKSU),CHP,1893,0,0,0,0,0,1,1,1946 - 1950,8
"ANTALYA
",Galip KAHRAMAN14(Abdulhalim Galip KAHRAMAN),CHP,1890,0,0,0,0,0,1,0,1946 - 1950,8
"ANTALYA
",Rasih KAPLAN15 (Mehmet Rasih KAPLAN),CHP,1883,0,0,1,0,0,0,0,1946 - 1950,8
"ANTALYA
",Mustafa KORKUT (Mustafa KORKUTELMALIOĞLU),CHP,1899,0,0,0,0,0,0,0,1946 - 1950,8
"ANTALYA
",Tayfur SÖKMEN (Tayfur Ata SÖKMEN),CHP,1891,0,0,0,0,0,0,1,1946 - 1950,8
"ANTALYA
",Nurullah Esat SUMER [Mustafa Nurullah SÜMER (SUMER)],CHP,1899,0,1,0,0,0,1,1,1946 - 1950,8
"AYDIN
",Sabri AKIN,CHP,1892,0,0,0,0,0,1,0,1946 - 1950,8
"AYDIN
",Neşet AKKOR,CHP,1889,0,0,0,0,0,1,0,1946 - 1950,8
"AYDIN
",Refet ALPMAN (Rafet ALPMAN),CHP,1877,0,0,0,0,0,1,1,1946 - 1950,8
"AYDIN
",Emin ARKAYIN (Ahmet Emin ARKAYIN),CHP,1878,0,0,0,0,0,0,0,1946 - 1950,8
"AYDIN
",Mitat AYDIN (Mithat AYDIN),CHP,1884,0,0,0,0,0,1,0,1946 - 1950,8
"AYDIN
",Emin BİLGEN (Mehmet Emin BİLGEN),CHP,1891,0,0,0,0,0,0,0,1946 - 1950,8
"AYDIN
",Mazhar GERMEN,CHP,1884,0,0,0,0,0,1,0,1946 - 1950,8
"AYDIN
",Nuri GÖKTEPE (Ahmet Nuri GÖKTEPE),CHP,1889,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",Abdi AĞABEYOĞLU,CHP,1902,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Muza’er AKPINAR16(Hüseyin Muza’er AKPINAR),CHP,1891,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",Esat ALTAN (Hüseyin Esat ALTAN),CHP,1897,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Fuat BİLAL (Ahmet Fuat BİLAL),CHP,1903,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Osman Niyazi BURCU,CHP,1875,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",İzzettin ÇALIŞLAR,CHP,1882,0,0,0,0,0,1,1,1946 - 1950,8
"BALIKESİR
",Hacim ÇARIKLI17(Hüseyin Hacim ÇARIKLI),CHP,1881,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",Eminittin ÇELİKÖZ (Mehmet Eminittin ÇELİKÖZ),CHP,1892,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Pertev ETÇİOĞLU18(Mehmet Pertev ETCİOĞLU),CHP,1892,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",Süreyya ÖRGEEVREN20[Örge EVREN (ÖRGEEVREN)],CHP,1888,0,0,0,0,0,0,0,1946 - 1950,8
"BALIKESİR
",Kâzım ÖZALP21(Kâzım Paşa Hazretleri ÖZALP),CHP,1882,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Hilmi ŞEREMETLİ(Mehmet Hilmi ŞEREMETLİ),CHP,1892,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",Fahrettin TİRİTOĞLU22(Mustafa Fahrettin TİRİTOĞLU),CHP,1893,0,0,0,0,0,1,0,1946 - 1950,8
"BALIKESİR
",İsmail Hakkı UZUNÇARŞILI23(İsmail Hakkı UZUNÇARŞILIOĞLU),CHP,1888,0,0,1,1,0,1,0,1946 - 1950,8
"BİLECİK
",Reşit BOZÜYÜK,CHP,1901,0,0,0,0,0,0,0,1946 - 1950,8
"BİLECİK
",Memduh Şevket ESENDAL24(Mustafa Memduh ESENDAL),CHP,1884,0,0,0,1,0,0,0,1946 - 1950,8
"BİLECİK
",Muhlis SUNER (Mehmet Muhlis SUNER),CHP,1887,0,0,0,0,0,0,0,1946 - 1950,8
"BİNGÖL
",Tahsin BANGUOĞLU (Hasan Tahsin BANGUOĞLU),CHP,1904,0,1,0,0,0,1,0,1946 - 1950,8
"BİNGÖL
",Feridun Fikri DÜŞÜNSEL,CHP,1892,0,0,0,0,0,1,0,1946 - 1950,8
"BİTLİS
",Muhtar ERTAN(Ahmet Muhtar Talati ERTAN),CHP,1912,0,0,0,0,0,1,0,1946 - 1950,8
"BİTLİS
",Ziya GEBOLOĞLU(Mehmet Ziya GEBOLOĞLU),CHP,1892,0,0,0,0,0,0,0,1946 - 1950,8
"BİTLİS
",Arif ÖZDEMİR (Arif Hikmet ÖZDEMİR),CHP,1885,0,0,0,0,0,1,0,1946 - 1950,8
"BOLU
",Hasan Şükrü ADAL,CHP,1908,0,1,0,0,0,0,0,1946 - 1950,8
"BOLU
",Hasan Cemil ÇAMBEL,CHP,1879,0,1,0,0,0,1,1,1946 - 1950,8
"BOLU
",Lütfi GÖREN (Mehmet Lütfi GÖREN),CHP,1888,0,0,0,0,0,0,0,1946 - 1950,8
"BOLU
",Hıfzırrahman Raşit ÖYMEN (Hıfsur Rahman ÖYMEN),CHP,1900,0,0,0,0,0,0,1,1946 - 1950,8
"BOLU
",Cemil ÖZÇAĞLAR(Mehmet Cemil ÖZÇAĞLAR),CHP,1899,0,0,0,0,0,1,0,1946 - 1950,8
"BOLU
",Celâl Sait SİREN(Mehmet Celâlettin SİREN),CHP,1906,0,0,0,0,0,1,0,1946 - 1950,8
"BOLU
",Zihni ÜLGEN (Mehmet Zehni ÜLGEN),CHP,1892,0,0,0,0,0,1,0,1946 - 1950,8
